TARGET_ID,PROVABGS_LOGMSTAR_BF,FLUX_G_DERED,FLUX_R_DERED,FLUX_Z_DERED,FLUX_W1_DERED,FLUX_W2_DERED,Z
39632986336919898,11.308979034423828,18.41183,45.580643,83.86908,92.42339,73.19417,0.2507952679460824
39632996189341237,10.521827697753906,6.22136,17.726217,32.35493,27.645092,18.415674,0.20342035773190345
39632971447142227,11.54587459564209,32.14702,89.4475,166.3715,124.682304,76.11309,0.26109698635064227
39632996159981119,9.716758728027344,7.7153096,12.523589,16.381525,15.602556,13.533269,0.14820629949550226
39632971447141600,10.843138694763184,2.956304,9.919501,19.921463,31.862251,22.310266,0.42398389283577265
39632996189341060,10.028432846069336,8.075767,14.090944,18.90565,13.698782,12.210642,0.22446127493757959
39632986332729027,10.994140625,9.4280615,23.31392,44.867817,61.764027,53.513058,0.2427004835990176
39632996185148549,10.798699378967285,11.039012,34.678333,65.84815,64.284904,44.08095,0.20300543314021305
39632966451724669,9.509379386901855,26.768585,54.729576,83.46051,82.28916,59.80297,0.044772620393188106
39632986332728926,10.194781303405762,4.3376775,11.946179,23.104887,17.645939,9.315637,0.15938660538125177
39632991269422037,11.456660270690918,4.422629,10.809228,18.568441,18.87219,14.266256,0.31681371817477005
39633001084093937,9.849407196044922,16.456472,24.563456,32.08504,19.155472,12.580965,0.1195043764131984
39633001079898428,10.152264595031738,11.292201,25.57027,39.748512,114.63892,83.479324,0.12244437713075199
39632986336922064,11.18593978881836,2.3326502,11.986646,29.040752,54.116447,32.157948,0.4260609320085802
39632991273615399,10.379518508911133,41.687862,68.74271,91.98959,17.113737,1.7507098,0.12837941728683014
39632976429973801,12.55131721496582,14.360739,45.19451,88.38907,119.78378,88.4534,0.37081188421429384
39632986336920591,10.803401947021484,30.65811,84.11613,164.11205,149.42473,94.673134,0.12404278134140671
39632986336922812,10.897115707397461,22.68684,65.42741,127.755554,109.03112,74.75568,0.15845509250998419
39633001067316350,11.11882209777832,5.873518,23.777893,47.75621,58.82946,42.57584,0.2937100367261072
39633001067316131,11.232029914855957,3.498745,17.427485,36.705406,54.811275,39.09072,0.39261189121557605
39633001067316326,11.071125984191895,5.5862637,19.997742,40.794765,46.06124,28.524866,0.294900034834172
39633001067316285,10.034939765930176,5.010914,10.217711,16.122755,15.0521965,9.274789,0.1747222144791439
39632986320143345,10.707244873046875,3.92436,12.585495,24.738876,36.893322,28.34922,0.285011318530205
39632981349895497,11.301587104797363,9.966821,43.293575,92.085464,119.07343,83.896095,0.266656762714316
39632966430756053,9.735255241394043,14.598059,25.657358,40.592022,42.132862,28.665161,0.08414626121270652
39632956381200845,10.814886093139648,26.640896,77.02557,159.73175,193.16245,131.3869,0.1289723769512855
39632956364426508,11.346270561218262,9.649207,36.665077,83.12702,132.74828,100.63275,0.2644317479432472
39632991231674605,11.061279296875,2.2954197,8.500955,18.173262,35.00327,25.284225,0.39276855987078657
39632991231674834,10.181059837341309,11.841464,23.86169,40.599796,41.337498,27.174822,0.1297360734100149
39632956389591434,10.77131462097168,6.7712975,22.157852,44.103153,42.90965,29.48881,0.22752810246998287
39632956393785687,11.294142723083496,4.574003,21.278719,46.910984,70.30622,43.71057,0.3507517383149518
39632966439142589,10.890569686889648,54.02172,96.82772,157.3583,123.0717,83.37822,0.12195110714109739
39632981383450141,11.531854629516602,2.3877969,9.649877,26.371315,52.683712,30.74992,0.5388343016905045
39632981370864022,10.585310935974121,7.922444,23.014685,41.59385,36.341026,21.577759,0.1978701564307275
39632961393393800,11.094165802001953,4.8295827,20.445503,42.491367,55.824905,36.10953,0.309153977836416
39632991231675225,10.540700912475586,8.496954,18.550085,32.139942,34.16428,20.77093,0.19595659363999013
39632991261032683,10.601678848266602,11.255562,32.127197,62.873737,58.23889,38.83813,0.18333882965738107
39632976379645218,11.089348793029785,19.765684,63.446587,127.578835,125.06176,86.25519,0.1847884382341166
39632976409005054,10.77553653717041,2.985463,9.587827,22.060919,31.57276,28.702272,0.2703343086989075
39632976379645122,9.4848051071167,5.232469,8.383005,10.4405775,8.09539,2.8519688,0.1778699165483231
39632956393786251,10.683579444885254,27.348562,70.90543,139.6126,139.58023,91.51508,0.12145201806061509
39632956389591413,10.824209213256836,12.246094,27.640238,50.2288,47.82005,37.64026,0.2287350670811932
39632976392224886,10.540843963623047,4.3423276,8.659913,13.159786,12.276837,7.9668374,0.3085813765214
39632961410173860,9.990474700927734,7.969754,15.607471,24.382559,18.785961,10.140694,0.12796042452538994
39632966439142591,10.022988319396973,5.826516,12.020593,20.782518,34.004845,23.597517,0.12192257994487989
