TARGET_ID,PROVABGS_LOGMSTAR_BF,FLUX_G_DERED,FLUX_R_DERED,FLUX_Z_DERED,FLUX_W1_DERED,FLUX_W2_DERED,Z
39633390185480938,10.894820213317871,6.782468,16.732075,29.996437,31.939342,25.343126,0.2819459922463374
39633416324383107,10.909546852111816,4.4575434,17.798513,37.420948,46.075268,30.963612,0.2703579310142208
39633393155049303,10.27071762084961,13.26433,27.728409,46.020153,37.03337,25.867756,0.1731108191825362
39633390164510257,11.017786979675293,9.799708,23.07847,40.24855,43.608025,32.920425,0.2854181586411897
39633396124617897,11.287631034851074,4.046807,16.82531,38.79777,85.02852,54.11833,0.37400455377945924
39633390168704731,10.698779106140137,6.3314033,19.638945,38.222126,43.818123,28.204218,0.21452305283357412
39633390164510283,11.011663436889648,14.161283,45.448513,84.034935,83.2855,57.59129,0.23282508447174644
39633390168704208,10.906893730163574,20.873507,47.31153,86.10893,73.21894,58.1018,0.1842724056985206
39633407801558322,9.394902229309082,15.079609,20.454126,26.065075,13.486019,10.797623,0.08577825488213503
39633407801559295,10.960857391357422,5.246032,12.154148,22.982424,33.703194,32.136898,0.31339382593404125
39633387144612328,11.786455154418945,7.3614264,32.89609,76.56913,111.28643,76.01578,0.42486558723948403
39633387148805033,11.750752449035645,7.8580704,18.530958,32.822803,43.7786,34.25701,0.3705348950526345
39633387148805805,10.70803451538086,9.111513,23.41005,45.566433,55.0887,41.569397,0.21626895975800917
39633390185481345,9.089896202087402,11.618794,18.39226,20.892622,13.421043,9.27371,0.08969256109731599
39633390156122847,11.466706275939941,5.041667,19.503263,45.999542,80.14254,56.528946,0.34428348725756075
39633390156123410,9.835941314697266,21.76591,33.37151,43.774982,27.964605,16.830317,0.12562434039916454
39633390160317021,10.452041625976562,59.504303,110.16833,163.72209,99.53286,64.68495,0.10460016503986184
39633390160317849,10.801576614379883,2.1519718,9.354091,20.425098,28.24207,17.65119,0.3090510467304279
39633390185481162,10.81365966796875,3.553691,8.776795,17.495365,18.305622,19.907618,0.3250590604313389
39633413505813915,11.233721733093262,97.33378,256.27216,462.1026,360.04025,228.27136,0.12332009033713902
39633390168703959,11.136143684387207,16.740799,49.362793,92.08991,92.88604,66.35008,0.23464624458328615
39633393150856443,10.693716049194336,4.8702946,15.741642,31.6341,32.023514,20.963366,0.23866210090087742
39633402009226456,11.45760440826416,3.621272,16.403488,41.58674,88.38043,60.812687,0.3766765194471713
39633393159242242,11.48793888092041,8.630585,24.260302,48.60331,67.57437,53.757504,0.27760421520984474
39633390164508820,10.62745475769043,45.308628,107.1939,188.06575,137.23944,78.78176,0.10114816758704313
39633390164510196,11.754687309265137,3.5653172,8.230158,12.944558,17.259876,12.507165,0.42535987706295386
39633390185480946,11.603489875793457,5.694445,25.916592,65.18625,126.1167,83.30801,0.3390634227410267
39633399127738905,10.350847244262695,4.826016,11.586082,19.147217,20.22474,16.316393,0.22908684265017729
39633390185482691,11.046714782714844,3.4904883,9.621869,17.633722,32.661465,20.940413,0.5331080423201471
39633387148806626,10.586971282958984,71.35427,117.17532,177.85158,167.97797,124.00039,0.10419672239389487
39633387148806602,10.759382247924805,4.856902,17.09571,34.72486,34.49616,23.218067,0.23417544107747032
39633390164510348,11.403468132019043,3.7067869,17.776297,43.89339,89.64323,64.10162,0.42425844594095496
39633390185481001,10.593234062194824,3.0099275,10.337417,19.641285,23.30149,8.509643,0.28261301313582776
39633390177094443,11.02198600769043,6.628204,25.922884,57.459347,72.26306,51.342655,0.23444402062074143
39633410720792777,11.422966003417969,7.022264,21.69126,41.049606,56.47859,39.01146,0.38280996643194276
39633410720793546,11.564177513122559,4.1037626,21.197395,51.113415,83.14267,54.55175,0.3827753881448162
39633410720793597,9.859064102172852,12.172248,28.03738,47.782753,37.559013,23.1123,0.10722004272280332
39633410720793762,11.541291236877441,2.9741654,10.480422,23.448542,45.553017,30.120483,0.48151536517602106
39633404970404615,9.435541152954102,5.9053206,9.944047,13.40571,9.409023,1.9955876,0.18781207102543357
39633396170754904,10.317676544189453,9.361598,15.342872,19.853508,16.330334,13.326154,0.2416704143439697
39633396170755044,10.751482009887695,78.67583,155.09921,247.61612,219.9751,150.2454,0.10709828152189368
39633396174946549,10.167784690856934,19.594543,34.62631,49.02782,38.617264,23.176376,0.12316046018391602
39633404970404213,11.370994567871094,72.92999,213.74275,406.35727,370.24313,248.13097,0.1576203625589971
39633404970404023,10.30873966217041,3.6014326,8.49998,13.448122,13.721613,13.6829195,0.260617614187195
39633413556144646,9.8582763671875,5.9257507,10.399269,13.824535,9.693922,7.2656155,0.1926561564050876
39633413560336570,9.676233291625977,11.169548,19.037422,27.121498,19.810543,12.353355,0.1022815575169313
39633413560336839,10.586909294128418,36.88352,90.44316,161.62816,122.995575,73.909584,0.10588212270896954
39633413560337097,10.567614555358887,68.379105,124.05378,183.78087,122.55877,83.38221,0.12017860223840594
39633413556144725,11.17517375946045,5.831532,23.066597,53.34327,77.95745,53.46496,0.2648890015053636
39633427384764284,10.730843544006348,50.32593,114.30066,217.96544,216.57487,141.78499,0.1040312058717413
39633419159733830,11.366138458251953,11.39197,46.04771,91.90761,113.6495,78.67572,0.2966115182329563
39633407856085355,10.00329303741455,9.153111,15.442166,22.142824,18.324478,11.701159,0.15833983570197338
39633419159734083,11.331978797912598,8.097065,33.05655,71.3632,93.136856,69.525665,0.29922579521857234
39633419159735350,10.418388366699219,6.166066,11.748198,16.14719,17.389597,12.711544,0.3538292432031174
39633419159734843,11.175393104553223,9.061451,35.35983,69.17809,87.40429,59.60985,0.29581053579671174
39633419159734919,11.246238708496094,4.101116,11.365895,21.80703,36.5897,30.459114,0.4447445581972149
39633419159735136,11.26441478729248,13.548887,34.798084,66.115875,94.61764,82.06638,0.25980139904394894
39633421932167681,8.58201789855957,12.32298,15.383173,16.103594,6.4547524,4.690426,0.06030120263924796
39633416370521522,11.26107120513916,63.485832,158.10905,300.25793,264.8973,190.38821,0.1473243107072851
39633416370521237,10.712841987609863,4.955273,13.734424,24.002926,28.801205,22.072634,0.2768343987954003
39633416370521893,10.678257942199707,37.349865,85.013435,153.10957,147.13554,94.92994,0.10957113182815736
39633416370521935,11.17278003692627,3.4915092,15.346783,33.7706,49.177605,30.99436,0.3343773676749616
39633416370521169,10.232528686523438,5.238385,12.78006,24.733929,34.84269,25.145887,0.1469225290246889
39633416370522138,10.296497344970703,4.7510605,11.04181,18.724874,20.77861,17.574509,0.2186419036323668
39633416370520597,10.718360900878906,5.640655,12.370137,21.619255,21.291752,17.884163,0.26485021716106943
39633424662662161,10.734278678894043,99.4666,196.98103,316.96274,297.7068,204.59975,0.0893890125695379
39633410716601028,10.321940422058105,3.8132644,11.09233,20.618298,17.778471,11.963367,0.18829598310166856
39633390181288176,10.998929023742676,2.59009,11.186347,24.12516,34.39121,23.506338,0.33105110383674796
39633404970403580,10.6737699508667,5.307367,14.628069,28.586277,36.00565,28.88297,0.25347477773868204
39633404970403997,8.702529907226562,86.62663,101.0403,102.46034,49.782463,35.096035,0.027682501714334177
39633404970404117,11.067316055297852,56.897278,129.22159,273.48297,351.88425,250.07597,0.09996018755348711
39633413556145178,11.216643333435059,2.9376233,8.236754,18.379927,34.015896,24.930244,0.49915904452196513
39633390181288068,10.707734107971191,4.316836,15.0146,28.753681,31.572668,19.794127,0.25784604632094016
39633410691435192,10.383135795593262,21.78709,46.723682,85.48434,74.25253,46.119057,0.11387038254085391
39633407801558276,10.856066703796387,6.251281,17.787394,34.284992,49.60431,41.822723,0.2568040013466309
39633407801557259,10.810751914978027,162.28325,315.6363,517.70294,411.97937,260.8663,0.07667390610265623
39633396128810397,11.153843879699707,3.9123237,18.64721,42.946194,68.68407,45.244118,0.3325829822437778
39633396128810423,10.136225700378418,2.1797223,7.9364796,15.792832,18.62623,8.274821,0.24238044097139164
39633407797366674,10.2784423828125,123.20056,183.99919,239.99876,130.43126,79.50895,0.07682713465858951
39633402009225038,11.100597381591797,11.2094145,20.779379,29.580906,26.28409,25.341488,0.296024202214412
39633402009225694,11.673709869384766,11.124122,43.26624,92.48392,124.483665,88.70862,0.37395430147250097
39633404915876680,11.961230278015137,3.965523,12.597938,26.12312,40.184288,25.488693,0.4358825303702611
39633402009224781,10.37971019744873,10.359867,18.434496,25.999506,21.513996,14.414692,0.2274598348605635
39633410662075235,11.072615623474121,5.9631467,22.905075,46.90233,60.97792,42.26076,0.26463706565434586
39633410666266845,10.830057144165039,3.0362682,7.824913,14.062868,16.358843,8.631584,0.2640500186840355
39633416324383061,11.290976524353027,4.440047,17.17887,38.979168,53.4078,33.143402,0.3087032824801874
39633410662075288,10.932802200317383,7.939108,28.787224,56.18565,61.06727,41.91839,0.23446572880871225
39633416320190170,10.66069507598877,8.597582,25.335308,52.49295,53.802364,36.25707,0.17280050192561977
39633419113597165,10.655630111694336,11.975762,32.71864,65.95699,71.10266,48.490314,0.17065569362363348
39633416320190167,11.237968444824219,24.165243,79.55159,152.58275,147.5832,103.059006,0.20856070133278648
39633424645884454,11.124771118164062,4.618698,20.43055,49.92522,94.04498,68.94604,0.2989718714554637
39633421890226671,11.106740951538086,13.2546,27.18515,44.014156,51.10366,52.61036,0.26414087500583877
39633419117789251,10.787013053894043,5.30207,11.419516,19.069468,27.067299,25.789759,0.2935135718821298
39633419113598611,11.18539047241211,3.4942565,9.646616,20.199942,45.439167,27.524864,0.5603689308160579
39633419113598457,11.42624282836914,2.802108,15.681253,40.050266,74.72667,47.825127,0.44922753008592303
39633419113598072,10.630521774291992,22.197184,40.587944,63.192223,55.857693,45.018044,0.17705709268041875
39633419113597954,10.757425308227539,6.1642785,15.602851,26.264488,23.903238,16.578953,0.29425323709412976
39633413505813600,10.691569328308105,10.520627,28.403074,56.286953,55.74902,40.12688,0.18645438566275288
39633413505813157,10.605716705322266,6.838296,19.225826,35.32521,34.887093,25.921926,0.20866788100643235
39633410666267117,10.963973999023438,8.071114,29.25515,58.516937,63.31993,42.154472,0.24005751058412073
39633410666267249,10.938285827636719,9.060915,21.028341,34.656555,33.19265,29.262815,0.28815586900925927
39633413505812307,10.253959655761719,6.842849,17.553692,31.434092,23.901134,15.418898,0.15990762583531387
39633410666267029,10.57260513305664,7.24826,21.054377,38.348145,29.023544,19.818205,0.19261450954013706
39633413505811610,10.331422805786133,6.4952183,17.514408,32.47589,26.299936,14.766766,0.15986908450787873
39633413505810857,11.00809097290039,6.843626,24.69513,52.2065,63.69978,46.019142,0.23415242989120466
39633416320189503,11.338421821594238,2.4035394,12.138876,28.411417,49.05645,29.67969,0.3903888903714878
39633413505812080,11.022773742675781,4.792912,15.382497,33.971638,85.70882,71.22075,0.2952099894496419
39633416320188865,10.146297454833984,6.566568,16.965427,30.142525,26.791298,17.299305,0.16936196210937526
39633416320189388,10.414810180664062,7.012504,18.942148,34.731316,31.498056,21.032715,0.17313952703676216
39633416320188495,9.956521987915039,11.581456,19.64082,25.606228,19.820517,0.06884725,0.14975826531272887
39633410662075604,9.848129272460938,5.427959,9.168097,12.924821,8.576009,5.4898767,0.1932629893384799
39633410662075705,11.247899055480957,4.222965,11.499138,20.925873,34.54608,12.878824,0.5089483205128611
39633393184408654,11.763663291931152,5.248581,13.531068,25.251041,29.106525,23.326242,0.3425759883430301
39633390164512133,10.466704368591309,33.182423,62.16048,93.4508,72.49511,45.659554,0.12360721424721188
39633390164511696,10.588743209838867,6.6117315,14.012466,20.047335,17.301807,14.228556,0.3008306173784823
39633390164512095,12.306926727294922,5.644606,18.891907,40.221558,65.72084,46.32684,0.4180594416885361
39633390168703034,10.01378345489502,10.403316,16.49161,19.010674,15.879975,6.5571713,0.23156617318390338
39633399131931256,11.377532958984375,28.494638,82.71077,156.79941,154.6136,119.179054,0.222681764126014
39633393192797526,11.610007286071777,5.4482045,31.143963,72.43914,118.706474,78.94969,0.3871486710256792
39633390189676612,10.759763717651367,3.9627566,8.810357,14.413408,14.361804,10.934065,0.3569378671824069
39633390181288775,10.426077842712402,5.077929,10.17917,16.4153,26.543991,20.934729,0.24355022684586353
39633393192798449,11.243486404418945,30.663425,95.612076,178.4764,174.08945,123.55934,0.19905248657546812
39633390181288330,11.452156066894531,3.4188714,16.813078,41.712933,76.31726,47.759388,0.4277587730631192
39633390168703194,11.246200561523438,3.8351417,20.45763,44.550674,75.46704,46.66189,0.424852929955319
39633390189677206,10.777908325195312,12.58926,31.685585,59.68021,82.48709,84.31194,0.19923745907247298
39633424675242297,11.239374160766602,5.4923873,22.388433,52.847363,94.980125,68.3092,0.3179382145529451
39633416320191473,9.960779190063477,10.818679,23.572174,38.085346,27.695618,17.481722,0.1064091636833053
39633427380569283,11.16352367401123,8.503128,22.279068,42.408577,61.973076,54.078026,0.3017240532035511
39633427380570613,10.101339340209961,15.965918,28.7718,43.112717,28.545338,18.400839,0.12871391464601853
39633424645882608,10.2430419921875,22.157803,43.853027,69.08475,66.81743,45.029324,0.11021420917149773
39633424671048698,9.043868064880371,16.3152,22.901644,27.948578,15.906691,8.477025,0.07589056780250336
39633427380571239,10.19472885131836,8.67659,18.224356,31.81813,36.392475,25.030521,0.1461701421170202
39633424671049098,10.987581253051758,77.78207,199.8987,361.89752,311.22064,201.71007,0.111723283830904
39633424671049189,10.787032127380371,7.3931775,17.103222,29.371803,31.692482,27.832085,0.30118157078771307
39633419113597853,10.54391098022461,9.076611,24.90171,46.36904,40.87837,27.701939,0.17125740288545765
39633424675242044,11.11788272857666,6.5028806,27.377668,57.759933,73.81565,47.40136,0.301040160346115
39633424666854515,10.964354515075684,11.270515,37.219032,73.940155,75.28513,51.13032,0.20640315894606603
39633419159734228,11.234441757202148,3.0964584,11.989673,26.513979,36.011955,27.160131,0.36340217689318977
39633427372182371,10.87708854675293,4.03072,15.78804,30.693161,38.966328,26.095747,0.302475042663683
39633424645883439,10.763193130493164,6.6941676,19.339298,36.5855,41.1909,32.00843,0.23006563371806696
39633424645883296,10.864703178405762,5.4493566,18.25171,35.03059,37.48424,24.61415,0.22438497205901042
39633416324382778,11.000371932983398,10.165043,27.234072,54.48187,92.957184,80.171875,0.23335366084465328
39633424662662072,10.657254219055176,79.04502,175.3201,275.77966,164.31596,131.27567,0.08968418155587045
39633407826726627,11.052366256713867,27.237965,76.80322,142.18274,133.66199,92.386345,0.18077274538112617
39633424645882164,11.574457168579102,3.799347,20.64477,48.211754,86.06517,52.303284,0.4261221093687055
39633416370521573,10.237265586853027,3.6336899,7.6972156,12.758577,13.515758,11.550489,0.21907160710106444
39633413556144825,10.2872896194458,6.8487067,17.19561,31.433268,37.925262,29.871828,0.1475315592469089
39633421927975213,9.056899070739746,20.831285,31.304375,34.56795,11.567506,8.822987,0.08232098610329312
39633424671050857,8.620391845703125,39.06804,51.77117,57.25884,22.367952,11.597936,0.03674016065277944
39633424662662343,10.439343452453613,60.10926,108.887726,167.85571,158.45074,108.843315,0.0899221356896665
39633421927975159,9.66739273071289,6.9628863,10.322072,11.236051,6.7183375,2.6699674,0.21501559451108865
39633404970403153,11.58746337890625,9.092551,21.835108,35.13768,51.4066,50.41087,0.4218650823489348
39633416320190980,10.686866760253906,25.83157,67.19598,122.87536,102.68939,63.56172,0.12762603360078256
39633416324383314,9.8963041305542,9.000262,15.330545,21.767221,18.554081,12.846889,0.1482457018658215
39633416324383344,10.486249923706055,47.272095,71.661026,94.46066,72.88031,48.594994,0.14813997827906458
39633413556143448,11.089219093322754,12.014769,31.601852,61.171253,80.72826,73.949776,0.24798182010453587
39633416366328687,10.69219970703125,9.098792,20.229664,32.395588,32.35289,29.377394,0.266325196861008
39633407856083953,11.478375434875488,14.823344,57.464504,124.83342,183.77365,138.2411,0.2602171638524061
39633413505813342,11.03751277923584,151.39934,327.00626,560.341,273.10703,178.42827,0.09448935180077417
39633399094185285,10.654035568237305,4.544612,15.494197,28.02093,36.49922,26.798203,0.2866599875162227
39633399094185300,11.121910095214844,6.1695232,24.509016,49.751537,62.526703,42.57845,0.28751412340594934
39633413514199639,10.671222686767578,41.511337,72.01787,107.40953,93.755486,77.51588,0.1577681602022889
39633413510004784,9.706801414489746,42.770214,71.94999,100.719826,62.89902,37.703865,0.05534143780925888
39633410691433892,10.674947738647461,3.9838312,13.804363,31.75306,61.42403,47.783176,0.22179745112652996
39633419117790774,11.545352935791016,4.7568007,26.584862,62.14439,114.63402,71.42223,0.39957430547984746
39633413505813949,10.857466697692871,86.479385,176.40237,310.96057,295.96323,211.63129,0.10543946768238663
39633421890226772,10.62576961517334,45.220543,82.061134,132.3145,119.987785,85.21358,0.11698480429604582
39633416320191345,9.957090377807617,8.903336,21.532978,38.89823,29.130356,18.731007,0.1069299955472048
39633413505814205,11.51431655883789,2.9582932,10.307905,27.18523,56.47609,37.252617,0.33513009439274966
39633413510004860,10.750596046447754,13.269483,29.47004,49.883556,39.561916,30.304665,0.21035333842807394
39633413505812826,10.632414817810059,15.057301,30.745892,54.691624,49.33052,34.53987,0.1712301997562889
39633416366327010,10.424836158752441,22.407278,55.1848,101.70257,82.07295,51.659527,0.11822970690768153
39633404953627099,9.916720390319824,12.530013,28.48357,48.133133,30.627945,19.786135,0.08867802256758993
39633404953627167,10.80451488494873,3.996975,7.7167177,11.986606,14.664411,14.133838,0.2966323594260861
39633399094185397,10.846373558044434,12.199346,31.68436,66.505135,88.59013,76.12251,0.17893627123542602
39633410674657744,10.37601089477539,11.330791,20.44314,27.21685,21.879274,19.454926,0.2531049327217758
